startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,congestionCar_0,congestionCar_1,congestionCar_2,congestionCar_3,congestionCar_4,congestionCar_5,congestionCar_6,congestionCar_7,congestionCar_8,congestionCar_9
409,당고개역,453,안산역,443,금정역,1,0,FRI,08,00,13,17,28,29,35,36,32,41,20.0,20.0
409,당고개역,453,안산역,443,금정역,1,0,FRI,08,10,6,9,18,7,20,18,17,12,13.0,9.0
409,당고개역,453,안산역,443,금정역,1,0,FRI,08,20,4,4,5,4,7,8,7,5,3.0,3.0
409,당고개역,453,안산역,443,금정역,1,0,FRI,08,30,6,7,10,14,14,15,16,15,8.0,5.0
409,당고개역,453,안산역,443,금정역,1,0,FRI,08,40,8,7,9,11,15,11,20,15,8.0,7.0
409,당고개역,453,안산역,443,금정역,1,0,FRI,08,50,3,12,10,7,9,7,12,7,5.0,7.0
409,당고개역,456,오이도역,443,금정역,1,0,FRI,08,00,14,18,30,31,38,39,34,44,22.0,22.0
409,당고개역,456,오이도역,443,금정역,1,0,FRI,08,10,15,22,44,17,47,44,41,29,30.0,20.0
409,당고개역,456,오이도역,443,금정역,1,0,FRI,08,20,21,20,30,21,37,46,41,31,19.0,15.0
409,당고개역,456,오이도역,443,금정역,1,0,FRI,08,30,10,11,15,21,22,24,24,23,13.0,8.0
409,당고개역,456,오이도역,443,금정역,1,0,FRI,08,40,14,13,16,20,28,20,36,26,14.0,13.0
409,당고개역,456,오이도역,443,금정역,1,0,FRI,08,50,5,19,17,12,14,12,19,12,8.0,12.0
409,당고개역,456,오이도역,443,금정역,1,1,FRI,08,00,12,16,27,28,34,35,31,40,19.0,19.0
409,당고개역,456,오이도역,443,금정역,1,1,FRI,08,10,12,17,34,13,37,34,31,22,24.0,16.0
409,당고개역,456,오이도역,443,금정역,1,1,FRI,08,20,19,18,27,19,33,41,37,27,17.0,13.0
409,당고개역,456,오이도역,443,금정역,1,1,FRI,08,30,9,10,13,19,20,21,21,20,11.0,7.0
409,당고개역,456,오이도역,443,금정역,1,1,FRI,08,40,12,11,13,17,24,17,30,23,12.0,11.0
409,당고개역,456,오이도역,443,금정역,1,1,FRI,08,50,4,16,14,10,12,10,16,10,7.0,10.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,08,00,12,16,27,28,34,35,31,40,19.0,19.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,08,10,12,17,34,13,37,34,31,22,24.0,16.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,08,20,19,18,27,19,33,41,37,27,17.0,13.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,08,30,9,10,13,19,20,21,21,20,11.0,7.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,08,40,12,11,13,17,24,17,30,23,12.0,11.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,08,50,4,16,14,10,12,10,16,10,7.0,10.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,08,00,12,16,27,28,34,35,31,40,19.0,19.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,08,10,12,17,34,13,37,34,31,22,24.0,16.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,08,20,19,18,27,19,33,41,37,27,17.0,13.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,08,30,9,10,13,19,20,21,21,20,11.0,7.0
