startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,congestionCar_0,congestionCar_1,congestionCar_2,congestionCar_3,congestionCar_4,congestionCar_5,congestionCar_6,congestionCar_7,congestionCar_8,congestionCar_9
453,안산역,409,당고개역,449,한대앞역,0,0,FRI,10,20,12,13,14,10,17,12,14,15,16.0,16.0
453,안산역,409,당고개역,449,한대앞역,0,0,FRI,10,30,14,20,19,20,18,17,18,17,23.0,14.0
453,안산역,409,당고개역,449,한대앞역,0,0,FRI,10,40,11,16,16,18,15,22,18,10,12.0,11.0
453,안산역,409,당고개역,449,한대앞역,0,0,FRI,10,50,13,10,11,27,17,18,13,13,15.0,13.0
456,오이도역,409,당고개역,449,한대앞역,0,0,FRI,10,00,13,16,18,18,29,22,26,16,21.0,21.0
456,오이도역,409,당고개역,449,한대앞역,0,0,FRI,10,10,7,17,20,22,18,13,13,13,11.0,15.0
456,오이도역,409,당고개역,449,한대앞역,0,0,FRI,10,20,14,15,16,11,20,14,16,17,18.0,18.0
456,오이도역,409,당고개역,449,한대앞역,0,0,FRI,10,30,14,20,19,20,18,17,18,17,23.0,14.0
456,오이도역,409,당고개역,449,한대앞역,0,0,FRI,10,40,11,16,16,18,15,22,18,10,12.0,11.0
456,오이도역,409,당고개역,449,한대앞역,0,0,FRI,10,50,13,10,11,27,17,18,13,13,15.0,13.0
456,오이도역,409,당고개역,450,중앙역,0,1,FRI,10,00,17,13,17,20,20,15,22,17,23.0,15.0
456,오이도역,409,당고개역,450,중앙역,0,1,FRI,10,10,12,9,12,15,14,11,16,12,17.0,11.0
