startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,congestionCar_0,congestionCar_1,congestionCar_2,congestionCar_3,congestionCar_4,congestionCar_5,congestionCar_6,congestionCar_7,congestionCar_8,congestionCar_9
411,노원역,456,오이도역,443,금정역,1,0,FRI,09,00,3,9,11,11,13,11,15,12,7.0,8.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,09,10,11,12,13,16,15,14,14,12,6.0,8.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,09,20,10,9,11,11,9,13,15,10,6.0,6.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,09,30,11,10,18,21,24,19,19,14,6.0,8.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,09,40,10,12,12,14,27,23,13,9,12.0,9.0
411,노원역,456,오이도역,443,금정역,1,0,FRI,09,50,7,8,11,10,14,17,13,8,8.0,4.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,09,00,3,9,11,11,13,11,15,12,7.0,8.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,09,10,11,12,13,16,15,14,14,12,6.0,8.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,09,20,10,9,11,11,9,13,15,10,6.0,6.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,09,30,11,10,18,21,24,19,19,14,6.0,8.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,09,40,10,12,12,14,27,23,13,9,12.0,9.0
412,창동역,456,오이도역,443,금정역,1,0,FRI,09,50,7,8,11,10,14,17,13,8,8.0,4.0
419,한성대입구역,456,오이도역,443,금정역,1,0,FRI,09,00,3,9,11,11,13,11,15,12,7.0,8.0
419,한성대입구역,456,오이도역,443,금정역,1,0,FRI,09,10,11,12,13,16,15,14,14,12,6.0,8.0
419,한성대입구역,456,오이도역,443,금정역,1,0,FRI,09,20,10,9,11,11,9,13,15,10,6.0,6.0
419,한성대입구역,456,오이도역,443,금정역,1,0,FRI,09,30,11,10,18,21,24,19,19,14,6.0,8.0
419,한성대입구역,456,오이도역,443,금정역,1,0,FRI,09,40,10,12,12,14,27,23,13,9,12.0,9.0
419,한성대입구역,456,오이도역,443,금정역,1,0,FRI,09,50,7,8,11,10,14,17,13,8,8.0,4.0
433,사당역,456,오이도역,443,금정역,1,0,FRI,09,00,3,9,11,11,13,11,15,12,7.0,8.0
433,사당역,456,오이도역,443,금정역,1,0,FRI,09,10,11,12,13,16,15,14,14,12,6.0,8.0
433,사당역,456,오이도역,443,금정역,1,0,FRI,09,20,10,9,11,11,9,13,15,10,6.0,6.0
433,사당역,456,오이도역,443,금정역,1,0,FRI,09,30,11,10,18,21,24,19,19,14,6.0,8.0
433,사당역,456,오이도역,443,금정역,1,0,FRI,09,40,10,12,12,14,27,23,13,9,12.0,9.0
433,사당역,456,오이도역,443,금정역,1,0,FRI,09,50,7,8,11,10,14,17,13,8,8.0,4.0
443,금정역,456,오이도역,443,금정역,1,0,FRI,09,00,3,9,11,11,13,11,15,12,7.0,8.0
443,금정역,456,오이도역,443,금정역,1,0,FRI,09,10,11,12,13,16,15,14,14,12,6.0,8.0
443,금정역,456,오이도역,443,금정역,1,0,FRI,09,20,10,9,11,11,9,13,15,10,6.0,6.0
443,금정역,456,오이도역,443,금정역,1,0,FRI,09,30,11,10,18,21,24,19,19,14,6.0,8.0
443,금정역,456,오이도역,443,금정역,1,0,FRI,09,40,10,12,12,14,27,23,13,9,12.0,9.0
443,금정역,456,오이도역,443,금정역,1,0,FRI,09,50,7,8,11,10,14,17,13,8,8.0,4.0
453,안산역,409,당고개역,445,수리산역,0,0,FRI,09,00,20,9,21,21,20,17,27,25,23.0,36.0
453,안산역,409,당고개역,445,수리산역,0,0,FRI,09,10,52,50,49,63,67,58,62,55,61.0,53.0
453,안산역,409,당고개역,445,수리산역,0,0,FRI,09,20,25,21,28,36,34,44,46,40,44.0,43.0
453,안산역,409,당고개역,445,수리산역,0,0,FRI,09,30,23,33,36,44,35,32,44,35,48.0,39.0
453,안산역,409,당고개역,445,수리산역,0,0,FRI,09,40,32,35,31,40,29,33,43,27,31.0,28.0
453,안산역,409,당고개역,445,수리산역,0,0,FRI,09,50,20,26,25,25,24,25,25,26,22.0,21.0
456,오이도역,409,당고개역,445,수리산역,0,0,FRI,09,00,49,23,52,52,49,43,65,62,56.0,88.0
456,오이도역,409,당고개역,445,수리산역,0,0,FRI,09,10,57,55,54,69,74,64,69,61,67.0,59.0
456,오이도역,409,당고개역,445,수리산역,0,0,FRI,09,20,27,24,31,40,37,49,51,45,49.0,47.0
456,오이도역,409,당고개역,445,수리산역,0,0,FRI,09,30,26,37,40,49,38,36,49,38,54.0,43.0
456,오이도역,409,당고개역,445,수리산역,0,0,FRI,09,40,36,39,35,44,33,37,49,30,35.0,31.0
456,오이도역,409,당고개역,445,수리산역,0,0,FRI,09,50,22,28,27,27,26,28,27,28,24.0,23.0
456,오이도역,409,당고개역,448,상록수역,0,1,FRI,09,00,50,34,47,67,50,40,60,53,63.0,46.0
456,오이도역,409,당고개역,448,상록수역,0,1,FRI,09,10,56,39,52,75,56,45,67,59,70.0,51.0
456,오이도역,409,당고개역,448,상록수역,0,1,FRI,09,20,35,24,33,48,35,28,42,37,44.0,32.0
456,오이도역,409,당고개역,448,상록수역,0,1,FRI,09,30,36,25,34,49,36,29,43,38,46.0,33.0
456,오이도역,409,당고개역,448,상록수역,0,1,FRI,09,40,32,22,30,44,32,26,39,34,41.0,30.0
456,오이도역,409,당고개역,448,상록수역,0,1,FRI,09,50,23,16,22,32,24,19,28,25,30.0,22.0
456,오이도역,419,한성대입구역,445,수리산역,0,0,FRI,09,00,46,22,49,49,46,40,62,59,53.0,83.0
456,오이도역,419,한성대입구역,445,수리산역,0,0,FRI,09,10,52,50,49,63,67,58,62,55,61.0,53.0
456,오이도역,419,한성대입구역,445,수리산역,0,0,FRI,09,20,25,21,28,36,34,44,46,40,44.0,43.0
456,오이도역,419,한성대입구역,445,수리산역,0,0,FRI,09,30,23,33,36,44,35,32,44,35,48.0,39.0
456,오이도역,419,한성대입구역,445,수리산역,0,0,FRI,09,40,32,35,31,40,29,33,43,27,31.0,28.0
456,오이도역,419,한성대입구역,445,수리산역,0,0,FRI,09,50,20,26,25,25,24,25,25,26,22.0,21.0
456,오이도역,443,금정역,445,수리산역,0,0,FRI,09,00,46,22,49,49,46,40,62,59,53.0,83.0
456,오이도역,443,금정역,445,수리산역,0,0,FRI,09,10,52,50,49,63,67,58,62,55,61.0,53.0
456,오이도역,443,금정역,445,수리산역,0,0,FRI,09,20,25,21,28,36,34,44,46,40,44.0,43.0
456,오이도역,443,금정역,445,수리산역,0,0,FRI,09,30,23,33,36,44,35,32,44,35,48.0,39.0
456,오이도역,443,금정역,445,수리산역,0,0,FRI,09,40,32,35,31,40,29,33,43,27,31.0,28.0
456,오이도역,443,금정역,445,수리산역,0,0,FRI,09,50,20,26,25,25,24,25,25,26,22.0,21.0
409,당고개역,453,안산역,444,산본역,1,0,FRI,09,00,4,8,14,11,12,8,18,12,7.0,6.0
409,당고개역,453,안산역,444,산본역,1,0,FRI,09,10,7,7,12,18,15,13,15,10,6.0,7.0
409,당고개역,453,안산역,444,산본역,1,0,FRI,09,20,10,8,11,9,9,10,12,11,5.0,5.0
409,당고개역,453,안산역,444,산본역,1,0,FRI,09,30,11,7,12,16,16,9,16,9,6.0,8.0
409,당고개역,453,안산역,444,산본역,1,0,FRI,09,40,6,4,18,16,16,13,12,13,7.0,6.0
409,당고개역,453,안산역,444,산본역,1,0,FRI,09,50,5,8,9,9,13,15,12,6,7.0,5.0
409,당고개역,456,오이도역,444,산본역,1,0,FRI,09,00,4,9,15,12,14,9,20,13,7.0,7.0
409,당고개역,456,오이도역,444,산본역,1,0,FRI,09,10,8,8,13,19,16,14,17,10,7.0,8.0
409,당고개역,456,오이도역,444,산본역,1,0,FRI,09,20,12,10,13,11,11,12,15,14,6.0,6.0
409,당고개역,456,오이도역,444,산본역,1,0,FRI,09,30,16,10,17,24,23,14,23,13,9.0,12.0
409,당고개역,456,오이도역,444,산본역,1,0,FRI,09,40,7,5,21,18,18,16,14,15,8.0,7.0
409,당고개역,456,오이도역,444,산본역,1,0,FRI,09,50,5,9,10,10,15,17,14,7,8.0,5.0
411,노원역,456,오이도역,444,산본역,1,0,FRI,09,00,4,8,14,11,12,8,18,12,7.0,6.0
411,노원역,456,오이도역,444,산본역,1,0,FRI,09,10,7,7,12,18,15,13,15,10,6.0,7.0
411,노원역,456,오이도역,444,산본역,1,0,FRI,09,20,11,9,12,10,10,11,14,13,6.0,5.0
411,노원역,456,오이도역,444,산본역,1,0,FRI,09,30,13,8,14,19,19,11,19,11,7.0,10.0
411,노원역,456,오이도역,444,산본역,1,0,FRI,09,40,7,5,19,17,17,14,13,14,8.0,7.0
411,노원역,456,오이도역,444,산본역,1,0,FRI,09,50,5,8,9,9,13,15,12,6,7.0,5.0
412,창동역,456,오이도역,444,산본역,1,0,FRI,09,00,4,8,14,11,12,8,18,12,7.0,6.0
412,창동역,456,오이도역,444,산본역,1,0,FRI,09,10,7,7,12,18,15,13,15,10,6.0,7.0
412,창동역,456,오이도역,444,산본역,1,0,FRI,09,20,11,9,12,10,10,11,14,13,6.0,5.0
412,창동역,456,오이도역,444,산본역,1,0,FRI,09,30,13,8,14,19,19,11,19,11,7.0,10.0
412,창동역,456,오이도역,444,산본역,1,0,FRI,09,40,7,5,19,17,17,14,13,14,8.0,7.0
412,창동역,456,오이도역,444,산본역,1,0,FRI,09,50,5,8,9,9,13,15,12,6,7.0,5.0
419,한성대입구역,456,오이도역,444,산본역,1,0,FRI,09,00,4,8,14,11,12,8,18,12,7.0,6.0
419,한성대입구역,456,오이도역,444,산본역,1,0,FRI,09,10,7,7,12,18,15,13,15,10,6.0,7.0
419,한성대입구역,456,오이도역,444,산본역,1,0,FRI,09,20,11,9,12,10,10,11,14,13,6.0,5.0
419,한성대입구역,456,오이도역,444,산본역,1,0,FRI,09,30,13,8,14,19,19,11,19,11,7.0,10.0
419,한성대입구역,456,오이도역,444,산본역,1,0,FRI,09,40,7,5,19,17,17,14,13,14,8.0,7.0
419,한성대입구역,456,오이도역,444,산본역,1,0,FRI,09,50,5,8,9,9,13,15,12,6,7.0,5.0
433,사당역,456,오이도역,444,산본역,1,0,FRI,09,00,4,8,14,11,12,8,18,12,7.0,6.0
433,사당역,456,오이도역,444,산본역,1,0,FRI,09,10,7,7,12,18,15,13,15,10,6.0,7.0
433,사당역,456,오이도역,444,산본역,1,0,FRI,09,20,11,9,12,10,10,11,14,13,6.0,5.0
433,사당역,456,오이도역,444,산본역,1,0,FRI,09,30,13,8,14,19,19,11,19,11,7.0,10.0
433,사당역,456,오이도역,444,산본역,1,0,FRI,09,40,7,5,19,17,17,14,13,14,8.0,7.0
433,사당역,456,오이도역,444,산본역,1,0,FRI,09,50,5,8,9,9,13,15,12,6,7.0,5.0
443,금정역,456,오이도역,444,산본역,1,0,FRI,09,00,4,8,14,11,12,8,18,12,7.0,6.0
443,금정역,456,오이도역,444,산본역,1,0,FRI,09,10,7,7,12,18,15,13,15,10,6.0,7.0
443,금정역,456,오이도역,444,산본역,1,0,FRI,09,20,11,9,12,10,10,11,14,13,6.0,5.0
443,금정역,456,오이도역,444,산본역,1,0,FRI,09,30,13,8,14,19,19,11,19,11,7.0,10.0
443,금정역,456,오이도역,444,산본역,1,0,FRI,09,40,7,5,19,17,17,14,13,14,8.0,7.0
443,금정역,456,오이도역,444,산본역,1,0,FRI,09,50,5,8,9,9,13,15,12,6,7.0,5.0
453,안산역,409,당고개역,446,대야미역,0,0,FRI,09,00,21,13,18,35,14,14,21,16,21.0,27.0
453,안산역,409,당고개역,446,대야미역,0,0,FRI,09,10,48,44,46,54,66,53,61,49,56.0,52.0
453,안산역,409,당고개역,446,대야미역,0,0,FRI,09,20,24,21,27,37,31,39,43,36,39.0,44.0
453,안산역,409,당고개역,446,대야미역,0,0,FRI,09,30,25,32,36,41,34,34,41,28,47.0,33.0
453,안산역,409,당고개역,446,대야미역,0,0,FRI,09,40,28,28,28,36,28,29,35,24,27.0,27.0
453,안산역,409,당고개역,446,대야미역,0,0,FRI,09,50,19,25,22,23,22,24,23,24,21.0,18.0
456,오이도역,409,당고개역,446,대야미역,0,0,FRI,09,00,52,32,44,88,36,36,52,40,52.0,68.0
456,오이도역,409,당고개역,446,대야미역,0,0,FRI,09,10,53,48,51,59,72,58,66,54,62.0,57.0
456,오이도역,409,당고개역,446,대야미역,0,0,FRI,09,20,26,23,29,40,34,43,46,39,43.0,48.0
456,오이도역,409,당고개역,446,대야미역,0,0,FRI,09,30,27,35,39,45,37,37,45,30,51.0,36.0
456,오이도역,409,당고개역,446,대야미역,0,0,FRI,09,40,32,32,32,41,32,33,40,27,31.0,30.0
456,오이도역,409,당고개역,446,대야미역,0,0,FRI,09,50,22,28,25,26,25,28,26,28,23.0,20.0
456,오이도역,419,한성대입구역,446,대야미역,0,0,FRI,09,00,49,30,41,83,34,34,49,38,49.0,64.0
456,오이도역,419,한성대입구역,446,대야미역,0,0,FRI,09,10,48,44,46,54,66,53,61,49,56.0,52.0
456,오이도역,419,한성대입구역,446,대야미역,0,0,FRI,09,20,24,21,27,37,31,39,43,36,39.0,44.0
456,오이도역,419,한성대입구역,446,대야미역,0,0,FRI,09,30,25,32,36,41,34,34,41,28,47.0,33.0
456,오이도역,419,한성대입구역,446,대야미역,0,0,FRI,09,40,28,28,28,36,28,29,35,24,27.0,27.0
456,오이도역,419,한성대입구역,446,대야미역,0,0,FRI,09,50,19,25,22,23,22,24,23,24,21.0,18.0
456,오이도역,443,금정역,446,대야미역,0,0,FRI,09,00,49,30,41,83,34,34,49,38,49.0,64.0
456,오이도역,443,금정역,446,대야미역,0,0,FRI,09,10,48,44,46,54,66,53,61,49,56.0,52.0
456,오이도역,443,금정역,446,대야미역,0,0,FRI,09,20,24,21,27,37,31,39,43,36,39.0,44.0
456,오이도역,443,금정역,446,대야미역,0,0,FRI,09,30,25,32,36,41,34,34,41,28,47.0,33.0
456,오이도역,443,금정역,446,대야미역,0,0,FRI,09,40,28,28,28,36,28,29,35,24,27.0,27.0
456,오이도역,443,금정역,446,대야미역,0,0,FRI,09,50,19,25,22,23,22,24,23,24,21.0,18.0
409,당고개역,453,안산역,445,수리산역,1,0,FRI,09,00,4,10,13,12,12,8,17,10,6.0,8.0
409,당고개역,453,안산역,445,수리산역,1,0,FRI,09,10,6,8,11,16,14,11,15,12,6.0,8.0
409,당고개역,453,안산역,445,수리산역,1,0,FRI,09,20,9,11,14,14,10,14,15,12,7.0,5.0
409,당고개역,453,안산역,445,수리산역,1,0,FRI,09,30,9,8,14,11,12,8,16,9,5.0,7.0
409,당고개역,453,안산역,445,수리산역,1,0,FRI,09,40,6,3,13,16,15,10,12,12,5.0,7.0
409,당고개역,453,안산역,445,수리산역,1,0,FRI,09,50,5,7,9,9,16,14,12,6,7.0,6.0
409,당고개역,456,오이도역,445,수리산역,1,0,FRI,09,00,4,11,15,13,13,9,18,11,7.0,9.0
409,당고개역,456,오이도역,445,수리산역,1,0,FRI,09,10,8,10,14,19,16,14,18,15,8.0,9.0
409,당고개역,456,오이도역,445,수리산역,1,0,FRI,09,20,9,11,14,14,10,14,15,12,7.0,5.0
409,당고개역,456,오이도역,445,수리산역,1,0,FRI,09,30,8,7,12,10,11,7,15,9,4.0,7.0
409,당고개역,456,오이도역,445,수리산역,1,0,FRI,09,40,9,5,20,24,22,16,17,18,8.0,11.0
409,당고개역,456,오이도역,445,수리산역,1,0,FRI,09,50,5,7,10,10,18,15,14,7,7.0,7.0
411,노원역,456,오이도역,445,수리산역,1,0,FRI,09,00,4,10,13,12,12,8,17,10,6.0,8.0
411,노원역,456,오이도역,445,수리산역,1,0,FRI,09,10,7,9,12,17,15,12,17,14,7.0,9.0
411,노원역,456,오이도역,445,수리산역,1,0,FRI,09,20,9,11,14,14,10,14,15,12,7.0,5.0
411,노원역,456,오이도역,445,수리산역,1,0,FRI,09,30,8,7,12,10,11,7,15,9,4.0,7.0
411,노원역,456,오이도역,445,수리산역,1,0,FRI,09,40,8,4,17,21,19,13,15,16,7.0,9.0
411,노원역,456,오이도역,445,수리산역,1,0,FRI,09,50,5,7,9,9,16,14,12,6,7.0,6.0
412,창동역,456,오이도역,445,수리산역,1,0,FRI,09,00,4,10,13,12,12,8,17,10,6.0,8.0
412,창동역,456,오이도역,445,수리산역,1,0,FRI,09,10,7,9,12,17,15,12,17,14,7.0,9.0
412,창동역,456,오이도역,445,수리산역,1,0,FRI,09,20,9,11,14,14,10,14,15,12,7.0,5.0
412,창동역,456,오이도역,445,수리산역,1,0,FRI,09,30,8,7,12,10,11,7,15,9,4.0,7.0
412,창동역,456,오이도역,445,수리산역,1,0,FRI,09,40,8,4,17,21,19,13,15,16,7.0,9.0
412,창동역,456,오이도역,445,수리산역,1,0,FRI,09,50,5,7,9,9,16,14,12,6,7.0,6.0
419,한성대입구역,456,오이도역,445,수리산역,1,0,FRI,09,00,4,10,13,12,12,8,17,10,6.0,8.0
419,한성대입구역,456,오이도역,445,수리산역,1,0,FRI,09,10,7,9,12,17,15,12,17,14,7.0,9.0
419,한성대입구역,456,오이도역,445,수리산역,1,0,FRI,09,20,9,11,14,14,10,14,15,12,7.0,5.0
419,한성대입구역,456,오이도역,445,수리산역,1,0,FRI,09,30,8,7,12,10,11,7,15,9,4.0,7.0
419,한성대입구역,456,오이도역,445,수리산역,1,0,FRI,09,40,8,4,17,21,19,13,15,16,7.0,9.0
419,한성대입구역,456,오이도역,445,수리산역,1,0,FRI,09,50,5,7,9,9,16,14,12,6,7.0,6.0
433,사당역,456,오이도역,445,수리산역,1,0,FRI,09,00,4,10,13,12,12,8,17,10,6.0,8.0
433,사당역,456,오이도역,445,수리산역,1,0,FRI,09,10,7,9,12,17,15,12,17,14,7.0,9.0
433,사당역,456,오이도역,445,수리산역,1,0,FRI,09,20,9,11,14,14,10,14,15,12,7.0,5.0
433,사당역,456,오이도역,445,수리산역,1,0,FRI,09,30,8,7,12,10,11,7,15,9,4.0,7.0
433,사당역,456,오이도역,445,수리산역,1,0,FRI,09,40,8,4,17,21,19,13,15,16,7.0,9.0
433,사당역,456,오이도역,445,수리산역,1,0,FRI,09,50,5,7,9,9,16,14,12,6,7.0,6.0
443,금정역,456,오이도역,445,수리산역,1,0,FRI,09,00,4,10,13,12,12,8,17,10,6.0,8.0
443,금정역,456,오이도역,445,수리산역,1,0,FRI,09,10,7,9,12,17,15,12,17,14,7.0,9.0
443,금정역,456,오이도역,445,수리산역,1,0,FRI,09,20,9,11,14,14,10,14,15,12,7.0,5.0
443,금정역,456,오이도역,445,수리산역,1,0,FRI,09,30,8,7,12,10,11,7,15,9,4.0,7.0
443,금정역,456,오이도역,445,수리산역,1,0,FRI,09,40,8,4,17,21,19,13,15,16,7.0,9.0
443,금정역,456,오이도역,445,수리산역,1,0,FRI,09,50,5,7,9,9,16,14,12,6,7.0,6.0
453,안산역,409,당고개역,447,반월역,0,0,FRI,09,00,17,15,14,19,21,16,23,15,21.0,18.0
453,안산역,409,당고개역,447,반월역,0,0,FRI,09,10,28,26,31,38,35,41,31,35,36.0,37.0
453,안산역,409,당고개역,447,반월역,0,0,FRI,09,20,22,28,31,35,31,30,37,25,41.0,30.0
453,안산역,409,당고개역,447,반월역,0,0,FRI,09,30,26,29,32,39,26,31,41,28,31.0,28.0
453,안산역,409,당고개역,447,반월역,0,0,FRI,09,40,25,28,26,31,27,27,28,21,25.0,22.0
453,안산역,409,당고개역,447,반월역,0,0,FRI,09,50,20,20,24,19,25,21,20,24,17.0,20.0
456,오이도역,409,당고개역,447,반월역,0,0,FRI,09,00,52,45,42,58,63,48,70,46,62.0,55.0
456,오이도역,409,당고개역,447,반월역,0,0,FRI,09,10,31,29,34,41,38,45,34,38,39.0,40.0
456,오이도역,409,당고개역,447,반월역,0,0,FRI,09,20,25,30,34,39,34,33,40,28,45.0,33.0
456,오이도역,409,당고개역,447,반월역,0,0,FRI,09,30,30,34,37,45,30,36,47,32,36.0,32.0
456,오이도역,409,당고개역,447,반월역,0,0,FRI,09,40,27,31,28,33,29,29,30,22,27.0,24.0
456,오이도역,409,당고개역,447,반월역,0,0,FRI,09,50,22,21,26,21,28,23,22,26,18.0,22.0
456,오이도역,419,한성대입구역,447,반월역,0,0,FRI,09,00,48,41,39,53,59,45,65,42,57.0,51.0
456,오이도역,419,한성대입구역,447,반월역,0,0,FRI,09,10,28,26,31,38,35,41,31,35,36.0,37.0
456,오이도역,419,한성대입구역,447,반월역,0,0,FRI,09,20,22,28,31,35,31,30,37,25,41.0,30.0
456,오이도역,419,한성대입구역,447,반월역,0,0,FRI,09,30,26,29,32,39,26,31,41,28,31.0,28.0
456,오이도역,419,한성대입구역,447,반월역,0,0,FRI,09,40,25,28,26,31,27,27,28,21,25.0,22.0
456,오이도역,419,한성대입구역,447,반월역,0,0,FRI,09,50,20,20,24,19,25,21,20,24,17.0,20.0
456,오이도역,443,금정역,447,반월역,0,0,FRI,09,00,48,41,39,53,59,45,65,42,57.0,51.0
456,오이도역,443,금정역,447,반월역,0,0,FRI,09,10,28,26,31,38,35,41,31,35,36.0,37.0
456,오이도역,443,금정역,447,반월역,0,0,FRI,09,20,22,28,31,35,31,30,37,25,41.0,30.0
456,오이도역,443,금정역,447,반월역,0,0,FRI,09,30,26,29,32,39,26,31,41,28,31.0,28.0
456,오이도역,443,금정역,447,반월역,0,0,FRI,09,40,25,28,26,31,27,27,28,21,25.0,22.0
456,오이도역,443,금정역,447,반월역,0,0,FRI,09,50,20,20,24,19,25,21,20,24,17.0,20.0
409,당고개역,453,안산역,446,대야미역,1,0,FRI,09,00,3,7,12,10,9,7,13,8,4.0,7.0
409,당고개역,453,안산역,446,대야미역,1,0,FRI,09,10,4,10,12,12,17,10,17,13,8.0,7.0
409,당고개역,453,안산역,446,대야미역,1,0,FRI,09,20,8,12,18,16,13,15,15,9,7.0,7.0
409,당고개역,453,안산역,446,대야미역,1,0,FRI,09,30,11,8,12,9,9,9,13,9,4.0,6.0
409,당고개역,453,안산역,446,대야미역,1,0,FRI,09,40,9,5,16,22,20,12,15,16,6.0,9.0
409,당고개역,453,안산역,446,대야미역,1,0,FRI,09,50,6,9,14,14,25,17,15,9,14.0,9.0
409,당고개역,456,오이도역,446,대야미역,1,0,FRI,09,00,5,11,17,16,13,10,19,12,6.0,10.0
409,당고개역,456,오이도역,446,대야미역,1,0,FRI,09,10,4,11,13,13,18,11,19,14,8.0,8.0
409,당고개역,456,오이도역,446,대야미역,1,0,FRI,09,20,8,12,18,16,13,15,15,9,7.0,7.0
409,당고개역,456,오이도역,446,대야미역,1,0,FRI,09,30,13,10,14,12,11,11,16,12,5.0,8.0
409,당고개역,456,오이도역,446,대야미역,1,0,FRI,09,40,11,6,18,25,23,14,17,18,7.0,10.0
409,당고개역,456,오이도역,446,대야미역,1,0,FRI,09,50,6,8,13,13,23,16,14,8,13.0,8.0
411,노원역,456,오이도역,446,대야미역,1,0,FRI,09,00,5,10,16,14,12,9,18,11,6.0,9.0
411,노원역,456,오이도역,446,대야미역,1,0,FRI,09,10,4,10,12,12,17,10,17,13,8.0,7.0
411,노원역,456,오이도역,446,대야미역,1,0,FRI,09,20,8,12,18,16,13,15,15,9,7.0,7.0
411,노원역,456,오이도역,446,대야미역,1,0,FRI,09,30,11,8,12,9,9,9,13,9,4.0,6.0
411,노원역,456,오이도역,446,대야미역,1,0,FRI,09,40,10,6,17,24,22,13,16,17,7.0,9.0
411,노원역,456,오이도역,446,대야미역,1,0,FRI,09,50,6,8,13,13,23,16,14,8,13.0,8.0
412,창동역,456,오이도역,446,대야미역,1,0,FRI,09,00,5,10,16,14,12,9,18,11,6.0,9.0
412,창동역,456,오이도역,446,대야미역,1,0,FRI,09,10,4,10,12,12,17,10,17,13,8.0,7.0
412,창동역,456,오이도역,446,대야미역,1,0,FRI,09,20,8,12,18,16,13,15,15,9,7.0,7.0
412,창동역,456,오이도역,446,대야미역,1,0,FRI,09,30,11,8,12,9,9,9,13,9,4.0,6.0
412,창동역,456,오이도역,446,대야미역,1,0,FRI,09,40,10,6,17,24,22,13,16,17,7.0,9.0
412,창동역,456,오이도역,446,대야미역,1,0,FRI,09,50,6,8,13,13,23,16,14,8,13.0,8.0
419,한성대입구역,456,오이도역,446,대야미역,1,0,FRI,09,00,5,10,16,14,12,9,18,11,6.0,9.0
419,한성대입구역,456,오이도역,446,대야미역,1,0,FRI,09,10,4,10,12,12,17,10,17,13,8.0,7.0
419,한성대입구역,456,오이도역,446,대야미역,1,0,FRI,09,20,8,12,18,16,13,15,15,9,7.0,7.0
419,한성대입구역,456,오이도역,446,대야미역,1,0,FRI,09,30,11,8,12,9,9,9,13,9,4.0,6.0
419,한성대입구역,456,오이도역,446,대야미역,1,0,FRI,09,40,10,6,17,24,22,13,16,17,7.0,9.0
419,한성대입구역,456,오이도역,446,대야미역,1,0,FRI,09,50,6,8,13,13,23,16,14,8,13.0,8.0
433,사당역,456,오이도역,446,대야미역,1,0,FRI,09,00,5,10,16,14,12,9,18,11,6.0,9.0
433,사당역,456,오이도역,446,대야미역,1,0,FRI,09,10,4,10,12,12,17,10,17,13,8.0,7.0
433,사당역,456,오이도역,446,대야미역,1,0,FRI,09,20,8,12,18,16,13,15,15,9,7.0,7.0
433,사당역,456,오이도역,446,대야미역,1,0,FRI,09,30,11,8,12,9,9,9,13,9,4.0,6.0
